RecipeId,Name,CookMins,PrepMins,TotalMins,IngredientList,Quantities,Keywords,Images,RecipeCategory,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeInstructions
395174,Mom's Pickle Soup,90,30,120,"[""water"", ""salt"", ""pepper"", ""allspice"", ""bay leaves"", ""carrot"", ""onion"", ""potatoes"", ""celery root"", ""dill pickles"", ""sour cream"", ""flat leaf parsley""]","[""1 -3"", ""2 -3"", ""1 -2"", ""1"", ""2 -3"", ""1"", ""1"", ""2"", ""1/2 - 1"", ""1/2""]",[],"[""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/51/74/picx2XE5t.jpg""]",< 4 Hours,149.2,6.3,3.8,12.7,452.2,21.1,3.2,3.4,3.4,"[""Trim pork bones of visible fat. Place 1-3 pork bones in a saucepan and add enough water to cover plus about one inch.  Some of the water can be substituted with chicken broth for more flavour."", ""Add salt and pepper to taste, allspice (4-5 whole or just a dash if using powder) and bay leaves."", ""Cut onion in half and add to water."", ""Simmer for about half an hour.  Add carrot, parsley root and celery root.  These vegetables should be cut in half, just so they cook quicker but don't have to be bite size as they'll be removed later."", ""Simmer 15-20 minutes or until veggies are soft.  Remove the vegetables, onion and meat."", ""Cut one carrot into bite size pieces.  Take the meat off the bone and cut into small pieces as well."", ""Add the potatoes to the stock and cook until potatoes are tender (15-20 minutes)."", ""Add back the cut carrot and meat.  Add 2 grated pickles and cook for a few minutes to soften them up."", ""Season to taste and finish with sour cream (amount will depend on how much soup you've made).  To ensure the sour cream dissolves properly, stir it in a separate coup with some hot broth and then add to the soup.  Add parsley and serve hot."", ""This soup will keep for several days, although the potatoes do get harder the longer it sits.  My mom usually breaks the potatoes up before she puts it in the fridge, so they'll be easier to eat the next day.""]"
319453,Spinach Salad With Sweet Blackberry Vinaigrette,5,5,10,"[""blackberry"", ""honey"", ""olive oil"", ""vanilla"", ""salt"", ""fresh spinach"", ""gorgonzola"", ""red onion"", ""walnuts""]","[""1/2"", ""2"", ""2"", ""2"", ""1/4"", ""1/4"", ""1"", ""1/2"", ""1"", ""1/3""]","[""Easy""]",[],< 15 Mins,128.2,9.2,2.4,6.3,219.2,9.4,1.9,5.9,3.9,"[""In a blender combine blackberries, vinegar, honey, oil, vanilla and salt. Pulse to desired consistency."", ""In a large bowl, toss spinach, cheese, red onion and blackberry mixture."", ""Stir in walnuts before serving.""]"
242156,Berry Crisp,60,15,75,"[""blueberries"", ""blackberries"", ""raspberries"", ""sugar"", ""flour"", ""cinnamon"", ""rolled oats"", ""flour"", ""brown sugar"", ""sugar"", ""salt"", ""unsalted butter""]","[""2"", ""2"", ""2"", ""1/4"", ""1/4"", ""1/4"", ""1"", ""1/2"", ""1/2"", ""1/2"", ""1/8"", ""1/2""]","[""Raspberries"", ""Strawberry"", ""Berries"", ""Fruit"", ""Low Protein"", ""Beginner Cook"", ""< 4 Hours"", ""Easy""]",[],Dessert,480.4,17.0,9.9,40.7,58.4,80.8,8.2,52.0,5.1,"[""Preheat oven to 350\u00b0F  Butter a 9-inch pie plate."", ""Combine the berries, 1/4 cup sugar, 1/4 cup flour and 1/4 teaspoons cinnamon.  Put in pie plate."", ""Combine oats, flour, brown sugar, sugar, and salt.  Use a pastry  blender to work the butter in until it resembles coarse meal.  Sprinkle over the berries."", ""Put the pie plate on a baking sheet.  Bake until the fruit is bubbling and topping is golden brown, about 1 hour.  Place on a rack to cool slightly.  Serve with whipped cream or ice cream.""]"
265429,Aloha Pasta for One,5,15,20,"[""ham"", ""pineapple chunk""]","[""2"", ""2"", ""1/2"", ""1""]","[""< 30 Mins"", ""Easy""]",[],Spaghetti,356.4,4.1,1.2,29.5,865.4,62.3,1.0,18.0,21.5,"[""Cook spaghetti in a saucepan according to directions on the package."", ""Once the spaghetti is fully cooked, drain the water and add all the remaining ingredients to the saucepan."", ""Cook over medium-high heat, stirring constantly until cheese is melted."", ""Remove from pan and serve.""]"
496007,Potato-Chocolate Candy,15,10,25,"[""mashed potatoes"", ""salt"", ""vanilla extract"", ""confectioners' sugar"", ""flaked coconut""]","[""1"", ""1"", ""1/2"", ""2"", ""2"", ""2/3""]","[""Dessert"", ""Potato"", ""Vegetable"", ""Christmas"", ""< 30 Mins"", ""Beginner Cook"", ""Easy""]",[],Candy,521.5,21.2,13.5,0.3,173.9,92.3,7.0,76.4,5.4,"[""Melt chocolates by heating them in the top of a double boiler, stirring it occasionally, until melted and smooth.  Or you can melt chocolate  in a microwave."", ""In a mixing bowl, mix potatoes together with salt, vanilla and coconut flakes. Drizzle confectioners\u2019 sugar over potatoes, stir and add sugar gradually about 1 cup at a time. Mixture will get like liquid when first sugar is added then will begin to thicken."", ""When mixture becomes the consistency of stiff dough, knead it even if not all the sugar has been added."", ""After kneading, cover it with a damp cloth and chill until you can roll the candy into a ball, use a spoon to pick it up and roll them into small \u00bd inch balls. Then if you like roll  balls in melted chocolate then then you can roll in  peanuts or coconut.""]"
242672,Cajun-Spiced Mashed Sweet Potatoes Recipe,30,10,40,"[""sweet potatoes"", ""limes, juice of"", ""milk"", ""salt""]","[""3"", ""2"", ""1/2""]","[""Potato"", ""Vegetable"", ""Cajun"", ""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""< 60 Mins"", ""Easy""]",[],Yam/Sweet Potato,72.1,0.8,0.5,2.9,46.0,15.1,2.0,2.9,1.7,"[""Place the sweet potatoes in a pot and cover with cold water. Bring the potatoes to a boil over high heat. Reduce the heat and simmer about 20 to 30 minutes, until the potatoes are done. Check by piercing with a fork; there should be no resistance. Drain well."", ""Mash the sweet potatoes with a potato masher or fork, or use a food mill."", ""Add the lime juice and stir well. Add the milk and stir. Add Cajun seasoning, to taste.""]"
212622,Ma's Ultimate  Chocolate Chip Cookies,24,20,44,"[""all-purpose flour"", ""baking soda"", ""salt"", ""butter"", ""brown sugar"", ""granulated sugar"", ""egg"", ""vanilla extract"", ""walnuts""]","[""1 1/4"", ""1/2"", ""1/2"", ""1/2"", ""1/2"", ""1/4"", ""1"", ""1"", ""1"", ""1/2""]","[""Dessert"", ""Cookie & Brownie"", ""< 60 Mins""]","[""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/26/22/picSkuWr9.jpg""]",Drop Cookies,240.1,12.4,7.5,38.0,215.1,31.9,1.2,20.7,2.5,"[""Preheat oven to 375 degrees F."", ""On waxed paper combine flour, baking soda & salt."", ""In large bowl, with a mixer at medium speed, beat butter and sugars until creamy."", ""Beat in egg and vanilla."", ""Reduce speed to low; beat in flour mixture until just blended."", ""Stir in chocolate chips and walnuts, if using."", ""Drop dough by heaping tablespoons, 2 inches apart on ungreased large cookie sheets."", ""Bake cookies 10 to 12 minutes or until golden around edges."", ""Transfer cookies to wire racks to cool."", ""Repeat with remaining dough.  Store cookies in tightly covered container at room temperature up to 1 week (they won't last that long).""]"
123189,Triple Sec Chops,15,5,20,"[""olive oil"", ""tarragon"", ""triple sec""]","[""4"", ""2"", ""2"", ""3"", ""1/2"", ""1/4""]","[""Meat"", ""< 30 Mins"", ""Beginner Cook"", ""Easy""]",[],Pork,314.2,24.4,6.3,75.0,67.5,0.1,0.0,0.0,22.6,"[""Add olive oil and tarragon to skillet over medium high heat."", ""Season pork chops with essence and BBQ powder."", ""Sear chops on one side for 30 seconds or so then flip and cook covered for about 4 minutes.  Turn chops over, cover and cook an additional 4-5 minutes.  Remove chops and set aside to rest."", ""Deglaze pan with Triple Sec and keep at a quick simmer for 4 to 5 minutes until thickened a bit."", ""Pour sauce over chops and dig in!""]"
113206,Taste of Home's Creamy Coleslaw,,10,10,"[""mayonnaise"", ""sour cream"", ""sugar"", ""seasoning salt"", ""ground mustard""]","[""1"", ""3/4"", ""1/3"", ""1/4"", ""3/4"", ""1/2"", ""1/4""]","[""< 15 Mins"", ""Easy""]",[],Vegetable,193.6,12.7,3.1,13.2,229.2,20.2,1.8,12.9,1.8,"[""Place coleslaw mix in a large bowl."", ""In a small bowl, combine the remaining ingredients."", ""Stir until blended."", ""Pour over coleslaw mix and toss to coat."", ""Refrigerate until serving."", ""Note: I used less dressing.""]"
343383,Whole Wheat  Bread,,10,10,"[""water"", ""salt"", ""sugar substitute"", ""sugar"", ""molasses"", ""whole wheat flour"", ""vital wheat gluten"", ""flax seed meal"", ""dry yeast""]","[""11"", ""1 1/2"", ""1"", ""1/8"", ""1"", ""3 1/2"", ""2"", ""1/4"", ""2""]","[""Breads"", ""< 15 Mins"", ""Easy""]",[],Yeast Breads,167.0,2.0,0.2,0.0,353.5,33.5,6.1,1.7,6.6,"[""place all ingredients in bread machine according to manufactures directions for your machine.""]"
303817,Pb &amp; J Bars,30,10,40,"[""granola cereal""]","[""1"", ""2/3"", ""3/4"", ""3/4""]","[""Dessert"", ""Cookie & Brownie"", ""< 60 Mins"", ""Easy""]",[],Bar Cookie,461.9,18.4,5.3,16.4,286.9,67.9,2.3,35.6,6.6,"[""Line a 9-in. square baking pan with foil and greased the foil."", ""Press two-thirds of the cookie dough into prepared pan."", ""Spread jam over dough to within 1/4 inches of edges."", ""In a mixing bowl, beat the granola, peanut butter chips and remaining dough until blended."", ""Crumble over jam."", ""Bake at 375 degrees for 25-30 minutes or until golden brown."", ""Cool on a wire rack."", ""Using foil, lift out of pan."", ""Cut into bars and remove from foil.""]"
212830,Refried Red Beans With Tomato and Poblano (Rachael Ray),16,20,36,"[""poblano chile"", ""kidney beans"", ""butter"", ""yellow onion"", ""garlic cloves"", ""tomato sauce"", ""salt"", ""pepper""]","[""1"", ""2"", ""3"", ""1"", ""2"", ""1"", ""1/4"", ""1/8"", ""1/4""]","[""Beans"", ""Low Cholesterol"", ""Healthy"", ""< 60 Mins"", ""For Large Groups""]",[],Spreads,40.5,1.4,0.8,3.3,162.4,5.5,1.5,1.1,1.8,"[""Place poblano under hot broiler, blister and char the skin."", ""Place in bowl; cover. Let stand to cool."", ""Add beans to food processor; pulse until mashed."", ""Heat large skillet over medium heat."", ""Add butter, onion, and garlic. Saute until soft, 6-7 minutes."", ""Stir in beans, tomato sauce, salt, pepper and hot sauce."", ""Peel, seed and chop poblano; add to skillet."", ""Simmer 10 minutes."", ""Garnish as desired."", ""Serve immediately with crackers.""]"
440510,Spooky Pumpkin Bowl Soup,120,20,140,"[""half-and-half"", ""long grain rice"", ""onion"", ""garlic clove""]","[""2"", ""1"", ""10 1/2"", ""1/2"", ""1"", ""1""]","[""< 4 Hours"", ""Easy"", ""Inexpensive"", ""From Scratch""]",[],Vegetable,260.1,13.0,6.6,33.5,520.1,30.1,0.7,1.7,5.9,"[""Hollow out pumpkins."", ""Dice and brown onion and garlic."", ""Mix soup, half & half, rice, onion and garlic.  Divide evenly between pumpkins."", ""Bake at 300 degress for 2 hours."", ""Serve in pumpkin.  Scoop pumpkin meat in each bite.""]"
116220,Chocolate Pecan Chewies (flourless),10,15,25,"[""confectioners' sugar"", ""pecans"", ""salt"", ""pure vanilla extract""]","[""1 1/2"", ""2 1/2"", ""2 2/3"", ""3"", ""1"", ""1/4""]","[""Cookie & Brownie"", ""Fruit"", ""Nuts"", ""Free Of..."", ""Sweet"", ""< 30 Mins"", ""For Large Groups""]",[],Dessert,116.4,8.8,0.8,0.0,13.5,9.5,1.4,7.9,1.7,"[""Preheat oven to 350\u00b0F"", ""Line two cookie sheets with parchment paper or silicone liners."", ""Sift confectioners' sugar and cocoa together in a large bowl."", ""Add pecans to sugar and cocoa mixture; stir to combine well."", ""In a mixing bowl, using a mixer fitted with a whisk attachment, whip egg whites until foamy, add salt and vanilla, and beat to soft peaks; do not allow mixture to get stiff or dry."", ""Gently fold egg whites into the confectioners' sugar mixture, using a rubber spatula, until thoroughly combined."", ""Using a spoon, drop batter onto a cookie sheet (12 to a sheet)."", ""Bake for approximately 10 minutes.""]"
519733,Apple Cider Caramels,45,2,47,"[""apple cider"", ""unsalted butter"", ""granulated sugar"", ""light brown sugar"", ""heavy cream"", ""ground cinnamon"", ""kosher salt""]","[""2"", ""4"", ""1/2"", ""1/4"", ""3"", ""1/4"", ""3/4""]","[""Dessert"", ""Low Protein"", ""< 60 Mins"", ""For Large Groups""]",[],Candy,58.2,3.1,2.0,9.2,92.6,7.9,0.0,7.7,0.1,"[""In a 2-quart saucepan, boil the apple cider until it reduces to \u00bc cup. It should take about 30 minutes on high."", ""Meanwhile, line a 9 x 5 x 3-inch loaf pan with parchment paper, and spray it with cooking spray."", ""Once the cider is reduced, lower the heat and add the butter, sugars, and heavy cream. Raise the heat and bring the mixture to 255-degrees Farenheit over medium-high heat. Use a candy thermometer to ensure the proper temperature."", ""Immediately stir in the cinnamon and salt. Then, pour the mixture into the prepared loaf pan."", ""Let the mixture chill for 1 hour in the fridge. Slice it with a knife into bite-sized pieces.""]"
520406,Yummy Family Popcorn,10,,10,"[""butter"", ""salt""]","[""2"", ""1/2"", ""2 2/3"", ""1""]","[""< 15 Mins"", ""Easy""]",[],Low Protein,105.5,11.6,4.6,16.3,519.2,0.6,0.1,0.0,0.2,"[""Heat oil in big pot with lid or popcorn maker and wait until 1 kernel of popcorn pops to show you it is ready to cook the rest of popcorn."", ""add the rest of  the kernels and cover pot or popcorn maker."", ""start cooking butter in smaller pot to melt it."", ""shake kernels while they pop while watching butter."", ""when the popcorn is done, put in bug bowl and pour butter over."", ""add salt to taste, amount may varry."", ""enjoy with a move, book, or even by itself.""]"
267800,Portuguese-Style Chicken Thighs,15,10,25,"[""cracked black pepper"", ""dried oregano leaves"", ""hot paprika"", ""fresh garlic clove"", ""red wine vinegar"", ""olive oil"", ""chicken thighs""]","[""2"", ""1"", ""2"", ""1/2"", ""1"", ""1/4"", ""1/4"", ""6""]","[""Chicken"", ""Poultry"", ""Meat"", ""Very Low Carbs"", ""< 30 Mins""]","[""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/26/78/00/picoKl7ZD.jpg""]",Chicken Thigh & Leg,432.9,35.2,7.9,118.4,110.9,3.1,0.9,1.0,24.9,"[""Mix pepper, oregano, chili, paprika, vinegar and oil in bowl."", ""Reserve about a quarter of the mixture and marinate thighs in the rest for a few hours."", ""Drain chicken & discard the marinade. Grill, bbq or pan-fry the chicken until cooked (165F internal temperature)."", ""Pour the reserved mixture over cooked chicken to serve with a green salad or steamed veggies.""]"
519713,Turmeric Tea,,1,1,"[""turmeric"", ""gingerroot"", ""black pepper"", ""ground cinnamon"", ""honey"", ""lemon juice""]","[""24"", ""13"", ""1"", ""1/4"", ""1/4"", ""1/2""]","[""Low Cholesterol"", ""Healthy"", ""< 15 Mins"", ""For Large Groups"", ""Beginner Cook"", ""Easy""]",[],Low Protein,18.4,0.1,0.0,0.0,0.8,4.6,0.3,3.6,0.1,"[""Combine all the ingredients in a medium jar."", ""Stir until well blended."", ""Cover with a lid, and store in the fridge."", ""I usually mix a teaspoon with 6 to 8 ounces of hot water, and add a few more grinds of fresh black pepper.""]"
100502,Hot Cocoa Mix - Large Quantity,1,10,11,"[""powdered milk"", ""powdered sugar""]","[""2"", ""4"", ""1"", ""8""]","[""Breakfast"", ""Kid Friendly"", ""High In..."", ""< 15 Mins"", ""For Large Groups"", ""Easy""]","[""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/05/02/pic8fAqCE.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/05/02/picF4ceMS.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/05/02/picaToLRy.jpg""]",Beverages,154.3,4.3,2.7,14.1,43.3,27.5,0.9,25.3,3.5,"[""Place all ingredients, divided evenly, into 2 very large mixing bowls, and mix thoroughly."", ""You can also use a clean plastic trash bag, make sure to close tightly."", ""Then place in sealed containers, ziploc bags etc."", ""Place 1/3 cup into a coffee cup and fill with hot water."", ""Enjoy!"", ""Yields approximately 28 cups of mix.""]"
348509,Mini Mocha Vanilla Cappuccino Lava Cakes,20,15,35,"[""all-purpose flour"", ""granulated sugar"", ""brown sugar"", ""egg substitute"", ""skim milk"", ""baking powder"", ""vanilla extract"", ""powdered sugar"", ""vanilla""]","[""1 1/2"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1/2"", ""1/4"", ""1"", ""1/2"", ""1/4"", ""3/4"", ""1 1/2"", ""1/4"", ""2"", ""2"", ""2"", ""2"", ""1/2"", ""12""]","[""< 60 Mins""]",[],Dessert,396.0,11.2,5.9,9.4,318.6,73.5,3.7,57.4,6.5,"[""Preheat oven to 350\u00b0F, then grease and line 12 cups of a muffin pan."", ""In a bowl, mix flour, baking powder, cappucino and cocoa; set aside."", ""In another bowl, mix maragarine, milk and sugars until well blended."", ""Add vanilla and almond extracts, and whisk in egg substitute."", ""Whisk in flour mixture, and beat until smooth."", ""Divide the batter among 12 muffin cups, then gently press 1 tablespoon chocolate chips into the center of each. Chill in freezer while you prepare the frosting."", ""Add chocolate syrup, vanilla and powdered sugar to Crisco. Beat until smooth and creamy. Beat in cappucino until well mixed."", ""Add whipped cream, and continue to beat until thick and smooth. Chill in freezer while you bake the cakes."", ""Bake cakes 20-25 minutes, until they rise and appear crusty. A toothpick inserted in the center should come away with a thick batter attached."", ""Immediately remove cakes from pan and place on cooling rack. Allow to cool 5 minutes."", ""Spread frosting over cakes, and garnish with a Hershey's Kiss.""]"
514269,Roast Leg of Lamb With Red Currant Jelly Gravy,120,30,150,"[""dry mustard"", ""pepper"", ""salt"", ""water"", ""leg of lamb"", ""red currant jelly"", ""cornstarch""]","[""3"", ""2"", ""1/4"", ""5"", ""1/4"", ""1/2"", ""2""]","[""Meat"", ""Australian"", ""< 4 Hours""]",[],Lamb/Sheep,424.0,25.6,11.0,126.6,112.1,11.1,0.2,7.2,35.2,"[""Crush juniper berries with mustard, pepper, 2 teaspoons salt and 2 teaspoon water.  Spread on lamb."", ""Place lamb, fat side up on rack in open roasting pan."", ""Roast 1 1/2 to 2 1/2 hours in 325f oven. Roast until internal temperature reaches 145f for rare, 160f for medium."", ""Pour pan juices into 2 cup measure:  let stand until fat separates, then remove fat and discard."", ""Add 1 1/4 cups water to roasting pan, cooking over medium heat, stirring to loosen bits.  Add gin to liquid in cup, adding water to make 1 3/4 cups."", ""In saucepan over medium heat add measured liquid, and jelly and cook until boiling, constantly stirring until jelly is melted."", ""Blend cornstarch, and 1/4 cup water until ii is thickened."", ""Carve lamb and serve sauce separately.""]"
453680,Cecily's Amish Asparagus in a Bacon-Cheese Sauce,5,15,20,"[""butter"", ""all-purpose flour"", ""milk"", ""sea salt"", ""Velveeta cheese"", ""asparagus"", ""bacon"", ""water""]","[""2"", ""2"", ""1"", ""1/4"", ""1"", ""1"", ""1 1/2"", ""4"", ""1/2""]","[""Vegetable"", ""Kid Friendly"", ""Spring"", ""Weeknight"", ""< 30 Mins"", ""Beginner Cook"", ""Stove Top"", ""Easy""]","[""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/45/36/80/picgdsaW4.jpg""]",Cheese,291.5,21.4,12.3,58.9,492.8,13.1,3.5,2.4,14.5,"[""Melt the butter in a saucepan and then add flour stir and cook until smooth and bubbly."", ""carefully whisk in milk."", ""cook, whisking constantly until sauce is thickened."", ""stir in salt and cheese until cheese is melted."", ""then A couple spoonfuls of bacon drippings."", ""cook asparagus in salted wateruntil crisp tender, 3-4 minutes."", ""drain and add cheese sauce"", ""top with bacon.""]"
452443,Madagascar Vegetable Salad,5,20,25,"[""water"", ""carrots"", ""turnip"", ""cabbage"", ""green beans"", ""curry powder"", ""black pepper"", ""onion"", ""vinegar"", ""Tabasco sauce""]","[""1"", ""4"", ""1"", ""1 1/4"", ""1/4"", ""1"", ""1/2"", ""1"", ""4"", ""5""]","[""Low Cholesterol"", ""< 30 Mins""]",[],Low Protein,139.6,8.9,1.2,0.0,58.5,14.5,5.5,7.3,2.7,"[""Bring water to a boil and add carrots, turnip, cabbage and green beans.  Cook, incovered, 5 minutes."", ""Drain and place in a large bowl."", ""While still hot, sprinkle with curry and pepper.  Mix well and let cool."", ""Add onion, vinegar and oil to veggies and toss."", ""Stir in enough Tabasco to give the mixture piquancy."", ""Chill well before serving.""]"
94720,Colorful Pasta Salad,,30,30,"[""tri-color spiral pasta"", ""celery"", ""green pepper"", ""onion"", ""light mayonnaise"", ""dill weed""]","[""1"", ""1"", ""1/3"", ""1/3"", ""1/3"", ""1/2"", ""1/2"", ""1""]","[""Low Cholesterol"", ""Healthy"", ""Summer"", ""< 30 Mins""]",[],Crab,289.9,8.0,1.1,16.6,602.9,41.8,1.7,2.2,11.7,"[""Cook pasta according to directions on package."", ""Drain and rinse in cold water."", ""Combine pasta, crab, celery, green pepper, and onion in a large bowl."", ""Stir mayonnaise, salad dressing, and dill together in a small bowl."", ""Pour contents of small bowl over pasta mixture."", ""Toss to coat."", ""Cover and refrigerate at least 2 hours.""]"
247052,Apple Bread,90,20,110,"[""shortening"", ""sugar"", ""eggs"", ""flour"", ""baking powder"", ""baking soda"", ""salt"", ""apples"", ""lemon peel"", ""walnuts""]","[""1/4"", ""1"", ""2"", ""2"", ""1"", ""1"", ""1/2"", ""2"", ""1"", ""2/3""]","[""Apple"", ""Fruit"", ""Brunch"", ""< 4 Hours"", ""Easy"", ""Inexpensive""]","[""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/70/52/pic0GYMNv.jpg""]",Breads,2925.6,114.5,21.2,372.0,2937.8,438.8,18.6,228.9,51.0,"[""Heat oven to 350 degrees, and grease and flour an 8- by 5-inch loaf pan."", ""Cream shortening and sugar together until fluffy; beat in eggs."", ""Sift together flour, baking powder, soda and salt; gradually add to egg mixture, alternating with portions of the grated apple."", ""Stir in lemon peel and walnuts. The batter will be stiff."", ""Spoon into prepared pan and bake for 50 to 60 minutes, until toothpick inserted in middle comes out clean and top is nicely browned."", ""Cool thoroughly; do not slice until cold.""]"
532275,"Hamburger Buns, Hotdog Buns, or Dinner Rolls",25,150,175,"[""warm water"", ""olive oil"", ""egg"", ""bread flour"", ""granulated sugar"", ""salt"", ""instant yeast"", ""butter""]","[""1 1/4"", ""1/4"", ""1"", ""4 1/4"", ""1/4"", ""1 1/4"", ""1"", ""4""]","[""Lunch/Snacks"", ""Brunch"", ""Bread Machine"", ""Small Appliance"", ""< 4 Hours"", ""Inexpensive"", ""From Scratch""]","[""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/53/22/75/jJF6WgUQ06a2myMaDPzM_20170704_011809_resized.png""]",Breads,260.2,9.2,3.3,25.7,284.2,38.4,1.5,4.3,5.5,"[""Note:  I gave up trying to put in weights in addition to volumes in the ingredients section.  Water is 296g.  Flour is 544g."", ""In bread machine pan combine the warm water, oil, yeast, and sugar, mixing to dissolve."", ""Allow yeast mixture to bloom for 10 minutes."", ""Add egg, flour and salt to bread machine pan."", ""Set bread machine to dough cycle and allow to run full cycle. (this is for 2 lb bread machine, if using a smaller bread machine then remove after kneading and allow to rise in a lightly covered bowl).  Half way through the kneading cycle check your dough and if necessary add either water or flour 1 tablespoon at a time to adjust consistency.  This can vary due to brand of flour or humidity."", ""Coat your hands with flour and shake off the excess."", ""Transfer the dough from the bread machine pan (or bowl if you are using a smaller bread machine) to a lightly floured dough board."", ""Knead dough 6 or 8 times, folding over and turning a \u00bc turn each time."", ""With bench knife (or other knife) cut dough into 12 \u2013 32 pieces, depending on what you are making."", ""Shape dough into balls (or cylinders for hotdog buns) and place on sheet pan (I use a 16\u201d pizza pan) lined with parchment."", ""Loosely cover dough and let rise until ripe (30 minutes to 1 hr plus depending on temperature and the age of your yeast).  Dough is ripe when approximately doubled or when you can press your index finger up to the first joint and it leaves an indention."", ""Preheat the oven to 375\u00b0F (190\u00b0C)."", ""Just before putting in oven, brush the buns with half of the melted butter."", ""For a variation brush with egg white instead of butter and sprinkle with sesame or poppy seeds."", ""Bake until golden brown, 18 to 25 minutes (my oven takes 21 minutes)."", ""Take the buns from the oven and brush them with the remaining melted butter."", ""Slide the buns off the baking sheet onto a wire cooling rack rack and cool completely.""]"
463031,Mandarin Orange &amp; Poppyseed Salad,5,20,25,"[""green leaf lettuce"", ""mandarin oranges"", ""green onions"", ""butter"", ""sugar"", ""white vinegar"", ""sugar"", ""pepper"", ""poppy seeds"", ""Aunt Jane's Krazy Mixed Up Salt""]","[""2"", ""1"", ""1"", ""3"", ""3/4"", ""1"", ""1"", ""1/2"", ""1/4"", ""1/4"", ""1/4"", ""1 1/2"", ""1""]","[""< 30 Mins""]",[],Salad Dressings,401.1,27.5,4.2,5.1,79.5,36.4,4.7,17.6,5.7,"[""Make or buy candied almonds."", ""To make candied almonds, melt butter in a small frying pan over medium-low heat."", ""Add almonds and sugar, cooking until golden brown."", ""Remove from heat, transfer to a different dish to cool.  As almonds are cooling, continuously separate using a fork or another utensil (if you don't, the almonds will be stuck together and will be hard to separate once cool)."", ""To make dressing, mix/shake all dressing ingredients together in a salad dressing cruet, or another tightly sealed container."", ""Rinse and dry lettuce leaves.  Rip into bite-sized pieces."", ""Mix together lettuce, green onions, rice noodles, cooled candied almonds, and mandarin oranges."", ""Before serving, pour dressing over lettuce and mix using salad tongs.""]"
489474,Lower Fat Pegge's World Famous Cheese Grits,60,15,75,"[""grits"", ""butter"", ""Velveeta reduced fat cheese product"", ""Tabasco sauce"", ""eggs""]","[""1"", ""1/3"", ""3/4"", ""2"", ""1"", ""2""]","[""Vegetable"", ""Free Of..."", ""< 4 Hours""]",[],Corn,334.7,18.2,11.1,112.6,1002.4,27.3,1.2,5.0,15.2,"[""Cook the grits according to the package directions in a large saucepan."", ""When the grits are cooked, stir in all ingredients except the eggs until the butter and cheese are melted."", ""Stir some of the grits mixture into the eggs, then blend the eggs into the grits."", ""Put the mixture in a greased baking dish and bake at 350 degrees for 1 hour.""]"
110224,Chicken Salad,20,15,35,"[""green grape"", ""carrot"", ""celery"", ""mayonnaise"", ""seasoning salt"", ""lemon juice""]","[""3"", ""1/2"", ""1/2"", ""1/2"", ""1 1/4"", ""1/2"", ""1"", ""1/4""]","[""Fruit"", ""Nuts"", ""Meat"", ""Brunch"", ""< 60 Mins"", ""Easy""]","[""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/02/24/pic1aBYQn.jpg""]",Poultry,522.9,35.0,5.8,97.8,621.0,24.5,1.6,9.1,28.7,"[""mix,spoon into pita bread."", ""Enjoy.""]"
163439,Dead by Xmas,,1,1,"[""absinthe"", ""lime juice"", ""soda water""]","[""20"", ""20"", ""10""]","[""Christmas"", ""< 15 Mins"", ""No Cook"", ""Beginner Cook"", ""Easy""]",[],Beverages,2.5,0.0,0.0,0.0,0.2,0.8,0.0,0.2,0.0,"[""Build in a short glass over ice."", ""stir."", ""enjoy.""]"
